Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Brandon Aubrey,36,2344,28,35,97.2,1,28,0,0,0,0
Tyler Bass,36,2253,239,23,63.9,12,19.9,1,0,1,0
Jake Elliott,33,2147,91,30,90.9,3,30.3,0,0,0,0
Harrison Butker,32,2081,22,31,96.9,1,22,0,0,0,0
Ka'imi Fairbairn,32,2068,213,20,62.5,10,21.3,0,0,0,0
Matt Gay,32,2045,142,24,75,6,23.7,0,0,0,0
Brandon McManus,32,2051,132,25,78.1,4,33,0,0,0,1
Ethan Evans,31,2014,34,30,96.8,1,34,0,0,0,0
Jason Sanders,31,2039,174,27,87.1,4,43.5,0,0,0,1
Jake Moody,30,1889,159,19,63.3,9,17.7,0,0,2,0
Cairo Santos,30,1901,55,26,86.7,3,18.3,1,0,0,0
Justin Tucker,30,1942,19,28,93.3,1,19,0,0,0,0
Nick Folk,29,1809,245,16,55.2,11,22.3,1,0,0,0
Jack Fox,29,1874,285,16,55.2,13,21.9,0,0,0,0
Blake Grupe,29,1896,84,25,86.2,4,21,0,0,0,0
Matt Prater,29,1891,39,26,89.7,2,19.5,0,0,0,0
Greg Joseph,28,1771,157,21,75,6,26.2,1,0,0,0
Wil Lutz,28,1721,0,26,92.9,0,0,2,0,0,0
Jason Myers,28,1800,91,22,78.6,4,22.8,0,0,0,0
Joey Slye,27,1755,0,27,100,0,0,0,0,0,0
Cameron Dicker,26,1692,61,24,92.3,2,30.5,0,0,0,0
Daniel Carlson,25,1644,134,20,80,5,26.8,0,0,0,0
Dustin Hopkins,25,1598,155,16,64,8,19.4,0,0,0,0
Evan McPherson,25,1601,53,21,84,3,17.7,0,0,0,0
Bradley Pinion,25,1626,68,21,84,3,22.7,0,0,0,0
Anders Carlson,24,1508,192,14,58.3,9,21.3,1,0,0,0
Eddy Pineiro,24,1444,179,15,62.5,7,25.6,2,0,0,0
Jake Camarda,23,1464,139,15,65.2,7,19.9,0,0,0,0
Greg Zuerlein,23,1495,0,23,100,0,0,0,0,0,0
Chris Boswell,22,1434,35,21,95.4,1,35,0,0,0,0
Graham Gano,22,1428,74,19,86.4,3,24.7,0,0,0,0
Chad Ryland,19,1212,84,15,79,4,21,0,0,0,0
Jake Bailey,8,522,41,6,75,2,20.5,0,0,0,0
Mitch Wishnowsky,7,451,91,4,57.1,3,30.3,0,0,0,0
Riley Patterson,5,318,55,2,40,3,18.3,0,0,0,0
Thomas Morstead,4,264,11,2,50,1,11,0,0,0,0
Austin Seibert,3,176,0,2,66.7,1,0,0,0,0,0
Johnny Hekker,2,17,0,0,0,0,0,2,0,0,0
Brett Maher,2,56,16,0,0,1,16,1,0,0,0
Bryce Baringer,1,16,0,0,0,0,0,1,0,0,0
Riley Dixon,1,67,20,0,0,1,20,0,0,0,0
Rigoberto Sanchez,1,62,0,0,0,0,0,0,0,0,0
Jordan Stout,1,60,24,0,0,1,24,0,0,0,0
Tommy Townsend,1,80,0,1,100,0,0,0,0,0,0
